trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2026-02-08 15:07:48.873972,7712335011170670,merchant_10,home,171.80474955135665,first_10,last_10,M,street_10,city_10,CA,42324,36.22025987910621,-96.63254547976109,922706,Teacher,1990-02-22,trans_10,1771407468,33.950259243388025,-84.72317800785443,0
2026-02-07 15:07:48.873972,1480406215394339,merchant_11,grocery_pos,254.39869594371865,first_11,last_11,M,street_11,city_11,IL,87416,35.24799124032742,-88.14892124624382,871018,Artist,1981-04-13,trans_11,1771407468,40.113511107962076,-97.30274592801358,1
2026-02-06 15:07:48.873972,9299828250177018,merchant_12,health_fitness,169.2364968576698,first_12,last_12,F,street_12,city_12,NY,65029,31.81120221539708,-117.61372290534024,930122,Manager,2003-04-06,trans_12,1771407468,34.56866858814103,-117.06184099788459,1
2026-02-05 15:07:48.873972,7288271039315366,merchant_13,home,238.57677565853393,first_13,last_13,F,street_13,city_13,IL,20264,35.03050336879525,-70.28957174018308,680764,Teacher,1981-01-29,trans_13,1771407468,34.226390355929894,-119.29403586726642,0
2026-02-04 15:07:48.873972,6624187017505478,merchant_14,misc_pos,965.4461433335902,first_14,last_14,F,street_14,city_14,CA,31496,33.28471459721306,-110.37102247598087,14187,Engineer,1980-02-21,trans_14,1771407468,41.77229728601934,-94.39939516171135,1
2026-02-03 15:07:48.873972,3671358499603501,merchant_15,gas_transport,853.3199184458907,first_15,last_15,M,street_15,city_15,FL,26591,42.414035148721666,-96.00483712836757,186621,Teacher,2000-06-10,trans_15,1771407468,33.88090037479648,-71.65377777223063,0
2026-02-02 15:07:48.873972,9971749230170067,merchant_16,misc_pos,637.8379237858128,first_16,last_16,F,street_16,city_16,CA,11693,33.579185942619446,-119.89476405472848,134817,Engineer,1986-08-18,trans_16,1771407468,37.862134410456314,-76.68911332562027,0
2026-02-01 15:07:48.873972,7331296160099639,merchant_17,grocery_pos,954.2155065676465,first_17,last_17,M,street_17,city_17,CA,62192,39.00397717147294,-107.6736203149015,125174,Teacher,1980-05-11,trans_17,1771407468,39.60554820401863,-79.12583087120896,0
2026-01-31 15:07:48.873972,2947781850735396,merchant_18,food_dining,496.89804050093545,first_18,last_18,F,street_18,city_18,CA,24091,41.755988985236584,-105.11537459425881,292774,Manager,1992-07-02,trans_18,1771407468,34.448687897620765,-94.3588061580371,1
2026-01-30 15:07:48.873972,3047355259124659,merchant_19,entertainment,752.0697124507977,first_19,last_19,F,street_19,city_19,TX,24974,35.92972393552631,-87.16731282943593,452298,Doctor,1996-06-07,trans_19,1771407468,43.175735628157625,-103.92115236243191,0
2026-01-29 15:07:48.873972,4393548324979189,merchant_20,food_dining,300.44398681639245,first_20,last_20,M,street_20,city_20,CA,61161,34.99101805949006,-99.60136196038493,853540,Engineer,2002-12-08,trans_20,1771407468,33.07153926093598,-87.83184912725588,0
2026-01-28 15:07:48.873972,7956608983053921,merchant_21,home,313.5253511003138,first_21,last_21,F,street_21,city_21,TX,44256,32.294368285144195,-71.85820558729372,117200,Engineer,2004-07-23,trans_21,1771407468,41.29291942379198,-81.92903800230843,1
2026-01-27 15:07:48.873972,2105357326588089,merchant_22,shopping_net,732.5097287213711,first_22,last_22,F,street_22,city_22,FL,25632,44.29316547370226,-89.35187650573314,126253,Doctor,2006-12-24,trans_22,1771407468,40.62496288567828,-82.36810490565634,1
2026-01-26 15:07:48.873972,3525651515386619,merchant_23,home,937.9034917958501,first_23,last_23,F,street_23,city_23,NY,74137,36.975761122819975,-74.5090161951845,520921,Artist,1994-05-10,trans_23,1771407468,33.76799665652978,-77.63589522310073,0
2026-01-25 15:07:48.873972,9406586129609161,merchant_24,entertainment,704.3915160635395,first_24,last_24,F,street_24,city_24,NY,12211,40.181782374115386,-94.87013449280664,240249,Manager,1993-06-13,trans_24,1771407468,32.88441452002555,-88.84762253814628,0
2026-01-24 15:07:48.873972,2262326774167256,merchant_25,home,377.72192795455965,first_25,last_25,M,street_25,city_25,NY,90802,42.44563920793844,-106.81048847751622,208219,Artist,1994-01-19,trans_25,1771407468,44.12235250380925,-74.67205357662189,1
2026-01-23 15:07:48.873972,1332456068214991,merchant_26,shopping_pos,540.970355428886,first_26,last_26,M,street_26,city_26,NY,25901,30.783494636146564,-70.02628602199376,896360,Doctor,1997-07-10,trans_26,1771407468,35.03350884783457,-75.98477375713657,1
2026-01-22 15:07:48.873972,3911780868687821,merchant_27,grocery_net,921.2570387150727,first_27,last_27,M,street_27,city_27,NY,58121,31.208776571120406,-88.14867742814496,337501,Artist,1989-07-03,trans_27,1771407468,39.062489229390195,-104.69174566110635,1
2026-01-21 15:07:48.873972,1451164830323121,merchant_28,kids_pets,431.19193947636927,first_28,last_28,F,street_28,city_28,IL,13375,31.701278025656034,-110.90351491729527,777949,Artist,1994-04-06,trans_28,1771407468,33.865503388653096,-107.37888723953787,0
2026-01-20 15:07:48.873972,6173139581190666,merchant_29,travel,272.2495100941629,first_29,last_29,F,street_29,city_29,NY,64571,38.63609921994194,-104.93805871170377,118536,Manager,1995-07-25,trans_29,1771407468,39.990394274291724,-74.38642938551774,1
2026-01-19 15:07:48.873972,9570334064668503,merchant_30,gas_transport,904.0141883879418,first_30,last_30,F,street_30,city_30,NY,75112,44.78172287583769,-103.86780378765593,814325,Doctor,2002-11-30,trans_30,1771407468,36.493230698444584,-97.87224711516188,0
2026-01-18 15:07:48.873972,4303301337157957,merchant_31,health_fitness,240.25944767564852,first_31,last_31,M,street_31,city_31,IL,33438,36.33322586154854,-74.16160993677923,248945,Engineer,1988-09-01,trans_31,1771407468,35.34127695323356,-83.77116177595497,1
2026-01-17 15:07:48.873972,1070996167179010,merchant_32,grocery_pos,196.6164442510292,first_32,last_32,F,street_32,city_32,FL,33897,32.418012200510255,-78.46707848191073,578000,Artist,1984-06-21,trans_32,1771407468,42.27141370528402,-77.9543776849502,1
2026-01-16 15:07:48.873972,2101711537939466,merchant_33,kids_pets,402.4023664966526,first_33,last_33,M,street_33,city_33,FL,87688,35.31702023019963,-86.7688478888459,425362,Manager,1997-04-30,trans_33,1771407468,30.366476594810294,-81.36489519028697,1
2026-01-15 15:07:48.873972,3454254814913403,merchant_34,shopping_net,102.79258837321798,first_34,last_34,F,street_34,city_34,FL,23082,35.922773425043026,-115.00059014950725,695110,Manager,1980-04-12,trans_34,1771407468,39.67691246302377,-82.28048990018743,0
2026-01-14 15:07:48.873972,1909804206197264,merchant_35,shopping_pos,559.5356630512773,first_35,last_35,F,street_35,city_35,NY,37139,32.52189698963384,-115.51441743561003,569587,Engineer,1994-07-06,trans_35,1771407468,42.76057411419975,-85.83288682257006,1
2026-01-13 15:07:48.873972,4813205739374902,merchant_36,kids_pets,228.2729234159384,first_36,last_36,M,street_36,city_36,CA,93561,35.67222651650454,-86.1718679155914,546825,Doctor,1982-03-03,trans_36,1771407468,38.181071775496235,-112.33795486239002,1
2026-01-12 15:07:48.873972,8665537501546113,merchant_37,grocery_net,125.96842387880535,first_37,last_37,M,street_37,city_37,IL,15569,39.48658023998643,-108.86483202124698,252577,Doctor,1982-07-07,trans_37,1771407468,37.76094942073256,-96.87088692705845,0
2026-01-11 15:07:48.873972,3237335204790195,merchant_38,shopping_pos,921.3327831823833,first_38,last_38,M,street_38,city_38,FL,34955,34.06531317054173,-119.15143039565814,604812,Artist,2003-09-03,trans_38,1771407468,43.58978588031589,-104.45732773628079,0
2026-01-10 15:07:48.873972,1969105912093136,merchant_39,personal_care,746.7051923354729,first_39,last_39,M,street_39,city_39,CA,55703,38.687589202111106,-111.16439756342977,228355,Manager,1984-11-10,trans_39,1771407468,33.164706633906725,-94.71531871569957,0
2026-01-09 15:07:48.873972,1751891927362569,merchant_40,grocery_net,655.6154304132327,first_40,last_40,F,street_40,city_40,NY,27964,38.006031737067026,-102.1145084625627,141672,Doctor,1986-11-14,trans_40,1771407468,31.98611990038244,-74.70578657503798,0
2026-01-08 15:07:48.873972,1696492564859837,merchant_41,grocery_net,508.84375610383233,first_41,last_41,F,street_41,city_41,FL,27299,40.857894909180736,-102.04206627762672,318497,Engineer,2000-05-12,trans_41,1771407468,32.01786597999466,-118.16117694438547,1
2026-01-07 15:07:48.873972,5845436632047221,merchant_42,misc_net,523.2789204828109,first_42,last_42,M,street_42,city_42,TX,52483,42.56659805335773,-106.0340217113269,786467,Teacher,1984-12-09,trans_42,1771407468,41.139552281508216,-103.27040475314183,1
2026-01-06 15:07:48.873972,2542324289431873,merchant_43,grocery_net,99.63289025095818,first_43,last_43,F,street_43,city_43,CA,63689,40.731701265475685,-98.49652466749363,49572,Teacher,2002-05-05,trans_43,1771407468,35.75180591962048,-97.43498294436006,1
2026-01-05 15:07:48.873972,8621754386738915,merchant_44,gas_transport,530.1375804481281,first_44,last_44,F,street_44,city_44,NY,49123,31.39782817385645,-79.02150832626539,682392,Teacher,1992-12-25,trans_44,1771407468,42.09619577408122,-84.11062699834312,0
2026-01-04 15:07:48.873972,6795310503954137,merchant_45,misc_pos,666.3595538375831,first_45,last_45,F,street_45,city_45,FL,20896,33.78194503160924,-91.16800416039885,591930,Teacher,1982-09-10,trans_45,1771407468,30.929796296412025,-83.36423406214892,1
2026-01-03 15:07:48.873972,7881059233263146,merchant_46,kids_pets,142.6062228457787,first_46,last_46,F,street_46,city_46,CA,86010,36.147967253484744,-93.53506256189354,852247,Artist,1998-08-16,trans_46,1771407468,38.43721829120561,-119.08613882499048,0
2026-01-02 15:07:48.873972,8535709380453687,merchant_47,travel,646.5756789668677,first_47,last_47,F,street_47,city_47,CA,68763,40.06685749048144,-100.44544925572411,661008,Doctor,1994-09-26,trans_47,1771407468,38.18514140742142,-107.42065592871418,0
2026-01-01 15:07:48.873972,5032160456843134,merchant_48,grocery_pos,271.3779307938208,first_48,last_48,M,street_48,city_48,NY,19560,41.51908407480681,-108.60674550758861,349138,Doctor,1998-03-29,trans_48,1771407468,34.06119752864042,-78.33696435543652,1
2025-12-31 15:07:48.873972,6792538971437816,merchant_49,misc_net,166.04202490636914,first_49,last_49,F,street_49,city_49,TX,68756,39.369858270566816,-88.7582695407105,597202,Engineer,2006-07-18,trans_49,1771407468,36.51827869245562,-75.0839828253699,0
2025-12-30 15:07:48.873972,2770848443569268,merchant_50,shopping_pos,574.8293489541678,first_50,last_50,F,street_50,city_50,IL,58382,33.660654386195986,-72.20550704490083,48424,Engineer,1990-07-06,trans_50,1771407468,34.26773331266758,-104.05901481249728,1
2025-12-29 15:07:48.873972,3272363711443298,merchant_51,shopping_net,646.23287425798,first_51,last_51,F,street_51,city_51,TX,96801,30.379460211874566,-98.71362427757751,799820,Artist,1980-12-16,trans_51,1771407468,40.26755321917316,-105.65628043965546,0
2025-12-28 15:07:48.873972,9214366007696700,merchant_52,food_dining,338.12628283356804,first_52,last_52,F,street_52,city_52,CA,80303,39.8310851916506,-104.96984118273785,991985,Manager,1993-02-11,trans_52,1771407468,41.4169007812189,-89.21532137673432,1
2025-12-27 15:07:48.873972,3296491380799265,merchant_53,travel,425.2267508045702,first_53,last_53,M,street_53,city_53,NY,23589,43.98406972326564,-107.74346714564462,588693,Doctor,1998-10-12,trans_53,1771407468,35.73599966707591,-84.95379765551536,1
2025-12-26 15:07:48.873972,5379559605164407,merchant_54,food_dining,156.72342781651508,first_54,last_54,M,street_54,city_54,TX,74841,32.83556796362485,-101.48261895800064,822010,Artist,1982-03-22,trans_54,1771407468,33.146388793839094,-81.90334575093065,0
2025-12-25 15:07:48.873972,7992391295125513,merchant_55,grocery_net,939.9176136156732,first_55,last_55,M,street_55,city_55,TX,72847,37.662238798068415,-118.21132979043087,875905,Manager,1981-01-16,trans_55,1771407468,34.57945285361967,-96.66252327491509,1
2025-12-24 15:07:48.873972,6832248488583284,merchant_56,misc_pos,733.7815722352145,first_56,last_56,F,street_56,city_56,CA,84908,39.21454294918888,-101.99730409753235,878514,Engineer,1989-03-17,trans_56,1771407468,40.11668895899522,-82.50849156157798,0
2025-12-23 15:07:48.873972,6233759889523580,merchant_57,travel,341.0610530023741,first_57,last_57,M,street_57,city_57,CA,82025,33.23218950943324,-97.73699805310318,361077,Artist,1984-04-20,trans_57,1771407468,41.58759937421499,-83.60589483308426,1
2025-12-22 15:07:48.873972,8596316741393186,merchant_58,kids_pets,115.33579495845555,first_58,last_58,F,street_58,city_58,CA,28802,33.02913612965367,-116.68349855337236,242333,Teacher,1984-03-24,trans_58,1771407468,37.19177746596895,-110.34978281893159,1
2025-12-21 15:07:48.873972,3919984501124941,merchant_59,travel,465.09231493405525,first_59,last_59,M,street_59,city_59,IL,23289,44.636267383407066,-105.353262016828,970929,Manager,1990-07-01,trans_59,1771407468,43.61431802921347,-73.4054595514786,0
2025-12-20 15:07:48.873972,7717462974266076,merchant_60,entertainment,559.4208829162997,first_60,last_60,F,street_60,city_60,NY,46394,42.54934961684813,-97.66598180027546,536700,Manager,2003-10-08,trans_60,1771407468,43.89955462962973,-103.11411323084207,1
2025-12-19 15:07:48.873972,7963816158246534,merchant_61,kids_pets,207.19642023359836,first_61,last_61,F,street_61,city_61,IL,60129,34.46168091324183,-95.09079163204592,349146,Manager,1995-08-14,trans_61,1771407468,30.419365887108736,-117.21212060777705,0
2025-12-18 15:07:48.873972,8589140926261782,merchant_62,grocery_net,78.17578352111369,first_62,last_62,F,street_62,city_62,NY,79954,31.872199425685594,-110.20337099987934,208898,Engineer,1984-01-23,trans_62,1771407468,31.386449797280203,-82.55765890654044,1
2025-12-17 15:07:48.873972,5382965823320072,merchant_63,grocery_net,865.9511994260004,first_63,last_63,M,street_63,city_63,IL,29720,39.058104825783005,-88.22558526172529,100582,Teacher,1985-07-18,trans_63,1771407468,30.21877511214883,-84.58496744835968,0
2025-12-16 15:07:48.873972,6305458650498977,merchant_64,misc_pos,144.33232439476745,first_64,last_64,M,street_64,city_64,IL,18096,41.23790850942595,-88.30575685926752,23685,Doctor,2001-06-14,trans_64,1771407468,36.95580415033383,-71.20265240959381,1
2025-12-15 15:07:48.873972,9033846902897695,merchant_65,grocery_net,148.24087175494412,first_65,last_65,M,street_65,city_65,CA,56523,37.768003766618364,-71.82873253039276,718179,Manager,1990-09-18,trans_65,1771407468,43.81056565305404,-113.89952384710244,0
2025-12-14 15:07:48.873972,1574502027549841,merchant_66,shopping_net,474.66185319272444,first_66,last_66,F,street_66,city_66,CA,48468,30.561769262295382,-77.73230751293299,465178,Teacher,1996-01-04,trans_66,1771407468,30.224808127357615,-101.8485179130034,0
2025-12-13 15:07:48.873972,1796815363163837,merchant_67,health_fitness,251.5320824897481,first_67,last_67,F,street_67,city_67,FL,50765,38.32074675327049,-99.61476050758172,620429,Manager,1987-01-07,trans_67,1771407468,38.17655248599229,-92.52285133389029,1
2025-12-12 15:07:48.873972,6016756581182746,merchant_68,grocery_net,505.02592745012737,first_68,last_68,F,street_68,city_68,TX,74227,44.5787618069704,-102.76324507250311,957953,Artist,1987-07-23,trans_68,1771407468,33.595018312828365,-101.52075296671663,1
2025-12-11 15:07:48.873972,5235717393016176,merchant_69,grocery_net,261.6759019266968,first_69,last_69,F,street_69,city_69,IL,85742,43.01180052375702,-102.48802197537864,656127,Teacher,1982-08-30,trans_69,1771407468,39.924695669601746,-88.26583573426375,0
2025-12-10 15:07:48.873972,6346458323196560,merchant_70,entertainment,3.900792086639578,first_70,last_70,M,street_70,city_70,IL,69554,39.4343007526908,-92.93854001205003,177964,Engineer,1988-03-09,trans_70,1771407468,37.75604932571556,-111.63135532683908,0
2025-12-09 15:07:48.873972,5043861315298714,merchant_71,personal_care,810.7362384871196,first_71,last_71,F,street_71,city_71,TX,80193,35.063816223844555,-96.65384413770063,42993,Teacher,1996-09-08,trans_71,1771407468,35.27473863749414,-75.22668585986199,0
2025-12-08 15:07:48.873972,7030901935777717,merchant_72,travel,920.3013165323634,first_72,last_72,F,street_72,city_72,FL,89063,31.168103578487848,-76.72207134853092,271673,Artist,1992-12-30,trans_72,1771407468,42.76799068752607,-97.3903192710845,1
2025-12-07 15:07:48.873972,3060054204958984,merchant_73,gas_transport,59.42470835936794,first_73,last_73,M,street_73,city_73,CA,66382,30.617576784454414,-79.50840805647401,547316,Manager,2000-07-09,trans_73,1771407468,33.437934928069495,-111.80779785189877,0
2025-12-06 15:07:48.873972,4391971215925941,merchant_74,gas_transport,345.1189222541603,first_74,last_74,F,street_74,city_74,CA,87285,31.700004054356857,-78.4950811295528,510501,Artist,1995-10-05,trans_74,1771407468,35.29755162563505,-92.19642425281606,1
2025-12-05 15:07:48.873972,9588627964592357,merchant_75,food_dining,453.16355971908064,first_75,last_75,M,street_75,city_75,TX,11881,31.521891047576716,-95.53935758471015,169000,Doctor,1999-03-21,trans_75,1771407468,30.415876176113958,-100.23565781489201,0
2025-12-04 15:07:48.873972,2902320815202587,merchant_76,entertainment,271.57606112794343,first_76,last_76,M,street_76,city_76,TX,11667,37.494411436714614,-74.55788134004572,481214,Doctor,2007-03-17,trans_76,1771407468,38.39176673387736,-116.6423514383626,1
2025-12-03 15:07:48.873972,5140030850644001,merchant_77,shopping_net,825.789259662696,first_77,last_77,F,street_77,city_77,CA,76868,38.56853241421059,-103.65090523684917,221343,Engineer,2002-08-13,trans_77,1771407468,35.256820491069156,-82.3633508470567,1
2025-12-02 15:07:48.873972,7598943151649912,merchant_78,travel,248.0944412937027,first_78,last_78,M,street_78,city_78,NY,35838,42.37451736151027,-111.44437315088462,904629,Manager,1990-04-02,trans_78,1771407468,39.630787603738604,-77.08273922818921,0
2025-12-01 15:07:48.873972,8702995260483693,merchant_79,entertainment,785.4405854110067,first_79,last_79,F,street_79,city_79,FL,39975,34.58333051439739,-95.5450349909035,934543,Teacher,1994-10-01,trans_79,1771407468,39.04872587457367,-101.2644294923891,1
2025-11-30 15:07:48.873972,6643298558327094,merchant_80,entertainment,173.42554855239734,first_80,last_80,M,street_80,city_80,IL,10641,40.70784145602276,-91.09662770062447,869421,Engineer,1994-09-19,trans_80,1771407468,40.254010729320655,-98.78388811081903,1
2025-11-29 15:07:48.873972,5992454361015093,merchant_81,health_fitness,52.39906117624731,first_81,last_81,M,street_81,city_81,NY,19477,34.80596072581044,-75.42332177353681,796750,Manager,1991-10-10,trans_81,1771407468,37.39425030075638,-83.542082459308,1
2025-11-28 15:07:48.873972,8042303903887585,merchant_82,grocery_pos,955.0356329697206,first_82,last_82,M,street_82,city_82,NY,94035,37.71862951994602,-86.02141680837008,644648,Teacher,1995-03-05,trans_82,1771407468,34.33290128520158,-115.98739002781261,1
2025-11-27 15:07:48.873972,5217432516941389,merchant_83,home,378.0689785147121,first_83,last_83,F,street_83,city_83,FL,54597,32.89405565797956,-77.07557621418269,748220,Artist,1993-07-19,trans_83,1771407468,39.564186381663376,-115.17428636905558,0
2025-11-26 15:07:48.873972,8011416116175643,merchant_84,food_dining,258.86334019725876,first_84,last_84,F,street_84,city_84,FL,99814,37.689883457186944,-88.02832965259952,643051,Engineer,1987-01-01,trans_84,1771407468,33.43598013692134,-111.00582254270078,1
2025-11-25 15:07:48.873972,7932737472852626,merchant_85,misc_net,852.4726536831485,first_85,last_85,M,street_85,city_85,IL,10258,34.75103977396738,-110.80079657454517,121959,Engineer,2004-05-30,trans_85,1771407468,31.694419158191188,-88.5473312308522,0
2025-11-24 15:07:48.873972,5983786218337583,merchant_86,grocery_net,196.66899508073203,first_86,last_86,M,street_86,city_86,FL,29744,34.14673026851838,-70.0523456023098,198602,Doctor,2006-10-09,trans_86,1771407468,31.25972979497637,-105.69794490605994,1
2025-11-23 15:07:48.873972,1558027738012275,merchant_87,grocery_net,506.02865070464696,first_87,last_87,M,street_87,city_87,CA,15862,43.021718930830055,-86.60524853719849,936680,Doctor,1999-02-05,trans_87,1771407468,33.287825349636115,-83.17405150987362,0
2025-11-22 15:07:48.873972,3416603120667906,merchant_88,grocery_net,519.192788347009,first_88,last_88,F,street_88,city_88,CA,30165,40.07304729547105,-78.38746733282878,105072,Engineer,1999-12-26,trans_88,1771407468,30.653004593551174,-90.73967019950642,0
2025-11-21 15:07:48.873972,3097310939026059,merchant_89,grocery_net,180.2618292838958,first_89,last_89,M,street_89,city_89,TX,25962,35.969873198265674,-94.14813446878387,303467,Manager,1981-04-24,trans_89,1771407468,41.90383178686823,-116.2635809216065,0
2025-11-20 15:07:48.873972,7316075535024250,merchant_90,shopping_pos,816.8749273172233,first_90,last_90,M,street_90,city_90,CA,24585,44.6221422609413,-75.82843387256395,783903,Artist,1996-11-25,trans_90,1771407468,38.209538565108275,-77.21643199515597,1
2025-11-19 15:07:48.873972,3092383295058906,merchant_91,kids_pets,149.4117959639661,first_91,last_91,M,street_91,city_91,CA,69052,31.502707627932836,-110.96514977058506,370679,Manager,1984-11-10,trans_91,1771407468,34.051604866192235,-85.21155037572609,0
2025-11-18 15:07:48.873972,5925055616708611,merchant_92,health_fitness,515.5411717672756,first_92,last_92,M,street_92,city_92,CA,74208,32.39073497899914,-94.9806205724297,1679,Artist,1989-06-19,trans_92,1771407468,39.847122271145174,-108.78901343332797,1
2025-11-17 15:07:48.873972,5320996621303299,merchant_93,travel,183.4289517976651,first_93,last_93,M,street_93,city_93,CA,48279,42.796815946231455,-112.10389825672921,962381,Manager,1997-05-27,trans_93,1771407468,35.44446937015196,-90.6026835492175,0
2025-11-16 15:07:48.873972,2402307141261158,merchant_94,shopping_net,101.68247410712618,first_94,last_94,F,street_94,city_94,NY,24387,39.23268095942439,-104.12176916961323,39685,Teacher,1985-11-10,trans_94,1771407468,41.716699067401535,-85.77665077145627,0
2025-11-15 15:07:48.873972,7852334522024166,merchant_95,food_dining,393.7104299217309,first_95,last_95,M,street_95,city_95,FL,60233,38.569853628395265,-95.3783891322158,984863,Artist,2001-12-15,trans_95,1771407468,39.88283873408631,-110.0742402617027,0
2025-11-14 15:07:48.873972,4275494352031307,merchant_96,misc_pos,581.410931829425,first_96,last_96,M,street_96,city_96,IL,78950,34.91257569253384,-102.7461872372574,837605,Teacher,1995-02-15,trans_96,1771407468,41.05133610372082,-98.19508569410883,1
2025-11-13 15:07:48.873972,1061973062154195,merchant_97,travel,246.82256547237156,first_97,last_97,F,street_97,city_97,IL,13937,35.70821935335543,-89.73628823201489,309031,Doctor,1997-07-23,trans_97,1771407468,36.80253912377029,-79.60431793503943,0
2025-11-12 15:07:48.873972,5120778939319084,merchant_98,misc_pos,375.1682211815229,first_98,last_98,M,street_98,city_98,TX,53455,43.12574188054288,-77.73515741373276,802033,Teacher,1985-07-25,trans_98,1771407468,35.19859832346186,-72.88710917151835,1
2025-11-11 15:07:48.873972,5252496740879015,merchant_99,gas_transport,163.67347028186893,first_99,last_99,M,street_99,city_99,CA,36785,42.699886619912924,-92.77638638462143,568750,Manager,1994-08-04,trans_99,1771407468,32.95479234400332,-90.99828990007161,1
2025-11-10 15:07:48.873972,8676685843568410,merchant_100,home,581.1013600158323,first_100,last_100,M,street_100,city_100,FL,16904,36.40495114177666,-104.88993027137491,903309,Artist,1980-11-01,trans_100,1771407468,40.814942708935305,-93.49509007647292,0
2025-11-09 15:07:48.873972,9266580066419244,merchant_101,travel,768.1836246395084,first_101,last_101,F,street_101,city_101,TX,97474,41.88120461847568,-82.66394263716057,552493,Manager,1997-08-16,trans_101,1771407468,43.42929349850289,-83.57468208876568,1
2025-11-08 15:07:48.873972,1522653734803338,merchant_102,gas_transport,619.9530344290619,first_102,last_102,M,street_102,city_102,CA,17296,33.913565225271945,-90.73991332437114,39644,Teacher,1992-10-24,trans_102,1771407468,30.861038983475638,-104.63001647329568,1
2025-11-07 15:07:48.873972,6807236239553438,merchant_103,shopping_net,88.89826221724574,first_103,last_103,F,street_103,city_103,TX,92509,34.763540380494035,-105.81427633278766,882835,Artist,2004-02-07,trans_103,1771407468,40.11398633353169,-106.0945288784785,1
2025-11-06 15:07:48.873972,1173863625171604,merchant_104,misc_pos,336.85326298499007,first_104,last_104,F,street_104,city_104,CA,58444,40.75372596481323,-109.00354769090929,81991,Doctor,1999-02-14,trans_104,1771407468,34.46327579720383,-77.23296819898985,0
2025-11-05 15:07:48.873972,5176549090573036,merchant_105,home,320.2084462229068,first_105,last_105,M,street_105,city_105,IL,12397,37.228200785644695,-99.7031363538814,304181,Artist,2000-03-04,trans_105,1771407468,42.528984967414914,-106.87954277421365,0
2025-11-04 15:07:48.873972,4467175225515620,merchant_106,grocery_net,92.71324338551848,first_106,last_106,F,street_106,city_106,CA,51060,33.391631456917544,-75.67341009014727,924760,Engineer,1990-09-16,trans_106,1771407468,33.18129010677099,-70.67432010982391,1
2025-11-03 15:07:48.873972,4547515368982201,merchant_107,travel,103.51301769178237,first_107,last_107,F,street_107,city_107,FL,56545,41.168520072363016,-99.09221127997262,759163,Teacher,1982-07-14,trans_107,1771407468,33.19588136274001,-89.1482046625695,1
2025-11-02 15:07:48.873972,5035628530077972,merchant_108,gas_transport,677.0256964872917,first_108,last_108,F,street_108,city_108,NY,68105,30.563650155281756,-81.56109269564966,734125,Manager,1992-06-15,trans_108,1771407468,43.044924192499415,-96.94022044009773,1
